9.120950317382812500e+01,9.482397460937500000e+01,1.956055450439453125e+01,9.357701873779296875e+01,9.619970703125000000e+01,1.954536437988281250e+01
9.179600524902343750e+01,9.722945404052734375e+01,1.955836105346679688e+01,9.413333129882812500e+01,9.849237823486328125e+01,1.954823684692382812e+01
9.179600524902343750e+01,9.722945404052734375e+01,1.955836105346679688e+01,9.357701873779296875e+01,9.619970703125000000e+01,1.954536437988281250e+01
9.210411834716796875e+01,9.972741699218750000e+01,1.957304573059082031e+01,9.413333129882812500e+01,9.849237823486328125e+01,1.954823684692382812e+01
9.401434326171875000e+01,1.007293472290039062e+02,1.957510375976562500e+01,9.413333129882812500e+01,9.849237823486328125e+01,1.954823684692382812e+01
9.571836090087890625e+01,1.002587814331054688e+02,1.957495498657226562e+01,9.644028472900390625e+01,9.764752960205078125e+01,1.954491043090820312e+01
9.413333129882812500e+01,9.849237823486328125e+01,1.954823684692382812e+01,9.571836090087890625e+01,1.002587814331054688e+02,1.957495498657226562e+01
9.644028472900390625e+01,9.764752960205078125e+01,1.954491043090820312e+01,9.772714233398437500e+01,9.965727233886718750e+01,1.958108711242675781e+01
9.644028472900390625e+01,9.764752960205078125e+01,1.954491043090820312e+01,9.800321197509765625e+01,9.814551544189453125e+01,1.957077789306640625e+01
9.644028472900390625e+01,9.764752960205078125e+01,1.954491043090820312e+01,9.777509307861328125e+01,9.531435394287109375e+01,1.956196784973144531e+01
9.644028472900390625e+01,9.764752960205078125e+01,1.954491043090820312e+01,9.878648376464843750e+01,9.686455535888671875e+01,1.958163642883300781e+01
9.551670074462890625e+01,9.528715515136718750e+01,1.954141044616699219e+01,9.777509307861328125e+01,9.531435394287109375e+01,1.956196784973144531e+01
9.551670074462890625e+01,9.528715515136718750e+01,1.954141044616699219e+01,9.692311096191406250e+01,9.320703887939453125e+01,1.956528854370117188e+01
9.506802368164062500e+01,9.353543090820312500e+01,1.954493522644042969e+01,9.692311096191406250e+01,9.320703887939453125e+01,1.956528854370117188e+01
9.506802368164062500e+01,9.353543090820312500e+01,1.954493522644042969e+01,9.531914520263671875e+01,9.220426940917968750e+01,1.956340408325195312e+01
9.382488250732421875e+01,9.253204345703125000e+01,1.956155395507812500e+01,9.506802368164062500e+01,9.353543090820312500e+01,1.954493522644042969e+01
9.345120239257812500e+01,9.422097778320312500e+01,1.954643630981445312e+01,9.382488250732421875e+01,9.253204345703125000e+01,1.956155395507812500e+01
9.202413940429687500e+01,9.316535186767578125e+01,1.956910514831542969e+01,9.345120239257812500e+01,9.422097778320312500e+01,1.954643630981445312e+01
9.120950317382812500e+01,9.482397460937500000e+01,1.956055450439453125e+01,9.345120239257812500e+01,9.422097778320312500e+01,1.954643630981445312e+01
9.120950317382812500e+01,9.482397460937500000e+01,1.956055450439453125e+01,9.357701873779296875e+01,9.619970703125000000e+01,1.954536437988281250e+01
